name,dc_whole,dc_core,dc_enh,hd95_whole,hd95_core,hd95_enh
BRATS_34107.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34108.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34109.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34110.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34111.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34112.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34113.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34114.nii.gz,0.0000,0.0000,1.0000,33.575,33.575,0.000
BRATS_34115.nii.gz,0.0000,0.0000,1.0000,37.902,37.902,0.000
BRATS_34116.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34117.nii.gz,0.0000,0.0000,1.0000,37.764,37.764,0.000
BRATS_34118.nii.gz,0.0000,0.0000,1.0000,40.020,40.022,0.000
BRATS_34119.nii.gz,0.0000,0.0000,1.0000,42.169,42.169,0.000
BRATS_34120.nii.gz,0.0000,0.0000,1.0000,41.298,41.298,0.000
BRATS_34121.nii.gz,0.0000,0.0000,1.0000,42.000,42.000,0.000
BRATS_34122.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34123.nii.gz,0.0000,0.0000,1.0000,23.613,23.626,0.000
BRATS_34272.nii.gz,0.8232,0.7173,0.8864,6.363,11.180,1.000
BRATS_34273.nii.gz,0.8586,0.7477,0.8948,2.236,3.146,1.000
BRATS_34274.nii.gz,0.8664,0.7635,0.9074,2.236,3.000,1.000
BRATS_34275.nii.gz,0.8457,0.7459,0.9102,3.000,4.000,1.000
BRATS_34276.nii.gz,0.8645,0.7263,0.8789,3.000,8.228,1.000
BRATS_34277.nii.gz,0.8785,0.7576,0.8769,2.000,3.000,1.000
BRATS_34278.nii.gz,0.8765,0.7616,0.9005,2.000,3.000,1.000
BRATS_34279.nii.gz,0.8773,0.7636,0.9008,2.000,3.000,1.000
BRATS_34280.nii.gz,0.8768,0.7458,0.8753,2.000,2.880,1.000
BRATS_34281.nii.gz,0.8684,0.7264,0.8827,2.000,3.000,1.000
BRATS_34282.nii.gz,0.8630,0.7464,0.8871,2.236,3.162,1.000
BRATS_34283.nii.gz,0.8774,0.7690,0.8941,2.236,4.000,1.000
BRATS_34284.nii.gz,0.8928,0.8046,0.9199,1.414,2.532,1.000
BRATS_34285.nii.gz,0.8903,0.8010,0.9175,2.000,2.828,1.000
BRATS_34286.nii.gz,0.8867,0.8098,0.9041,2.000,2.236,1.000
BRATS_34287.nii.gz,0.8949,0.8247,0.9166,2.000,2.000,1.000
BRATS_34288.nii.gz,0.9022,0.8313,0.9238,2.000,2.236,1.000
BRATS_34289.nii.gz,0.8981,0.8437,0.9441,1.824,2.000,1.000
BRATS_34290.nii.gz,0.8971,0.8458,0.9526,2.000,2.000,0.000
BRATS_34291.nii.gz,0.8827,0.8276,0.9279,2.000,2.000,1.000
BRATS_34440.nii.gz,0.0000,0.0000,0.0000,373.129,373.129,373.129
BRATS_34441.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34442.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34443.nii.gz,1.0000,1.0000,1.0000,0.000,0.000,0.000
BRATS_34444.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34445.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34446.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34447.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34448.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34449.nii.gz,0.0000,0.0000,1.0000,373.129,373.129,0.000
BRATS_34450.nii.gz,0.0000,0.0000,1.0000,6.647,6.647,0.000
BRATS_34451.nii.gz,0.0000,0.0000,1.0000,5.385,5.385,0.000
BRATS_34452.nii.gz,0.0000,0.0000,1.0000,4.318,4.318,0.000
BRATS_34453.nii.gz,0.2564,0.2564,1.0000,6.000,6.000,0.000
BRATS_34454.nii.gz,0.3306,0.3306,1.0000,6.325,6.325,0.000
BRATS_34455.nii.gz,0.5033,0.5067,1.0000,4.000,4.000,0.000
BRATS_34456.nii.gz,0.3864,0.3864,1.0000,7.228,7.228,0.000
BRATS_34457.nii.gz,0.4821,0.4821,1.0000,7.211,7.211,0.000
BRATS_34458.nii.gz,0.5194,0.5194,1.0000,6.012,6.012,0.000
BRATS_34459.nii.gz,0.6329,0.6329,1.0000,4.472,4.472,0.000
BRATS_34608.nii.gz,0.0000,0.0000,1.0000,19.243,19.243,0.000
BRATS_34609.nii.gz,0.0000,0.0000,1.0000,20.327,20.327,0.000
BRATS_34610.nii.gz,0.0201,0.0201,1.0000,16.212,16.212,0.000
BRATS_34611.nii.gz,0.2509,0.2509,0.0000,14.018,14.018,373.129
BRATS_34612.nii.gz,0.3361,0.3361,0.0000,9.849,9.849,373.129
BRATS_34613.nii.gz,0.3312,0.3277,0.0000,10.218,10.296,373.129
BRATS_34614.nii.gz,0.4795,0.4795,1.0000,7.732,7.732,0.000
BRATS_34615.nii.gz,0.4665,0.4665,0.0000,8.246,8.246,373.129
BRATS_34616.nii.gz,0.6315,0.6269,0.0000,7.454,7.515,373.129
BRATS_34617.nii.gz,0.6368,0.6308,0.0000,5.000,5.099,373.129
BRATS_34618.nii.gz,0.6628,0.6617,0.0000,4.472,5.000,373.129
BRATS_34619.nii.gz,0.6463,0.6441,0.0000,7.232,7.239,373.129
BRATS_34620.nii.gz,0.7088,0.7055,0.6667,6.000,6.000,5.300
BRATS_34621.nii.gz,0.7534,0.7505,0.7368,5.000,5.000,1.000
BRATS_34622.nii.gz,0.7539,0.7531,0.7714,5.385,5.385,2.130
BRATS_34623.nii.gz,0.8133,0.8054,0.7376,4.000,4.243,2.236
BRATS_34624.nii.gz,0.8195,0.7938,0.8583,3.000,3.000,1.000
BRATS_34625.nii.gz,0.8447,0.8370,0.9113,2.236,2.236,1.000
BRATS_34626.nii.gz,0.8601,0.8458,0.9170,2.236,2.236,1.000
BRATS_34627.nii.gz,0.8590,0.8518,0.9427,2.236,2.236,1.000
BRATS_34776.nii.gz,0.8289,0.7954,0.8956,2.828,2.828,1.000
BRATS_34777.nii.gz,0.8468,0.8164,0.8934,2.000,2.236,1.000
BRATS_34778.nii.gz,0.8514,0.8142,0.8791,2.000,2.000,1.000
BRATS_34779.nii.gz,0.8669,0.8436,0.9309,1.502,2.000,1.000
BRATS_34780.nii.gz,0.8768,0.8529,0.9381,1.414,1.414,1.000
BRATS_34781.nii.gz,0.8732,0.8525,0.9619,1.414,2.000,0.000
BRATS_34782.nii.gz,0.8396,0.8155,0.9329,2.236,2.236,1.000
BRATS_34783.nii.gz,0.8160,0.7897,0.9213,4.762,6.376,1.000
BRATS_34784.nii.gz,0.8025,0.7795,0.9312,6.540,7.810,1.000
BRATS_34785.nii.gz,0.8022,0.7807,0.9157,6.998,7.873,1.000
BRATS_34786.nii.gz,0.7994,0.7826,0.9482,21.271,22.086,0.500
BRATS_34787.nii.gz,0.7866,0.7744,0.9270,23.035,23.324,1.000
BRATS_34788.nii.gz,0.7808,0.7722,0.9593,22.814,22.891,0.000
BRATS_34789.nii.gz,0.7777,0.7709,0.9293,20.645,21.004,1.000
BRATS_34790.nii.gz,0.7976,0.7933,0.9351,4.123,4.123,1.000
